,ci,lum,tem,logl
33,0.04,21.9381499189791,-16363.636363636364,3.0882271267236145
34,0.466,6.48634433548238,-8314.087759815242,1.8696990955111645
35,0.514,12.9897262889785,-7877.46170678337,2.5641587595581656
36,0.916,4.33311285211838,-5471.12462006079,1.466286187218608
37,1.15,25.1188643150958,-4645.161290322581,3.223619130191664
38,0.391,8.45668200099354,-9102.402022756005,2.1349568982240785
39,0.778,0.540505353708669,-6112.054329371817,-0.6152507368480088
40,0.475,7.73392578048997,-8228.57142857143,2.04561659661591
41,0.026,38.4060815725812,-16901.408450704224,3.648215821339767
42,0.57,496592.321450337,-7422.6804123711345,13.115524689694086
43,0.387,12.2011284703193,-9148.66581956798,2.5015284450287303
44,1.032,54.5506588170373,-5027.932960893855,3.9991297895120583
45,1.104,67.2357107234319,-4787.234042553191,4.208204515955918
46,,0.493400971187958,,-0.7064331065305731
47,1.035,225.735571102145,-5017.421602787456,5.419364274870787
48,1.15,0.0705342414258096,-4645.161290322581,-2.6516569930919442
49,1.164,467.30453963151,-4603.580562659847,6.146981164256904
50,0.45,18.984536566615,-8470.588235294117,2.9436247828835858
51,0.616,7.79830110523259,-7086.614173228347,2.053905902950689
52,0.906,2312064.7901756,-5513.016845329249,14.65365153181411
53,0.196,14.4145138575821,-12080.536912751677,2.6682356057614998
54,,359749.335155742,,12.793162776674917
55,1.03,0.129897262889785,-5034.965034965035,-2.0410114264299257
56,0.551,4.02531618974212,-7570.977917981072,1.3926034642427993
57,1.329,31.7102743894789,-4164.256795835743,3.4566407416026603
58,0.863,0.382296216565919,-5700.712589073634,-0.9615595348343149
59,0.52,1.98426649848464,-7826.086956521739,0.6852493236750267
